month,dln_brent,dln_gengi,dln_eu_ppi,dln_cpi,cum_brent,cum_gengi,cum_eu_ppi,cum_cpi,shock_pct,duration,shock_label
1,0.03914436846429741,-0.0011378554697818646,0.0032713367788802105,0.019528602857594664,22.146592525825202,-0.512673490842661,0.8331090791784866,3.199672870108483,20,6 months,+20%
2,0.0090463938593312,9.738371193551886e-5,0.0018628394782470737,0.012720581333455503,23.05123191175832,-0.5029351196491091,1.019393027003194,4.471731003454034,20,6 months,+20%
3,0.0021680257282314817,3.8245091570336855e-4,0.0010062263683803226,0.007931529417099473,23.268034484581467,-0.4646900280787723,1.1200156638412262,5.264883945163981,20,6 months,+20%
4,4.621714783294328e-4,3.3554136724681544e-4,5.27944483460067e-4,0.004754744510897706,23.31425163241441,-0.43113589135409075,1.172810112187233,5.740358396253751,20,6 months,+20%
5,3.626090227702763e-5,2.2608923327833814e-4,2.718059677816533e-4,0.0027222810416605014,23.317877722642113,-0.40852696802625693,1.1999907089653983,6.012586500419801,20,6 months,+20%
6,-0.18237208185557688,0.004124591084672325,-0.0049216983156924205,-0.010969584079973543,5.080669537084426,0.003932140440975612,0.7078208773961562,4.915628092422447,20,6 months,+20%
7,-0.03919524955977586,0.001214260994298538,-0.0032019252175056623,-0.018728163055381254,1.1611445811068408,0.12535823987082942,0.38762835564558995,3.042811786884322,20,6 months,+20%
8,-0.00908157057973305,-5.6056770939153845e-5,-0.0018282146782687997,-0.01230250889145084,0.2529875231335358,0.11975256277691404,0.20480688781870995,1.812560897739238,20,6 months,+20%
9,-0.0021893054597424723,-3.606931684598143e-4,-9.89061491294996e-4,-0.00771679384596339,0.03405697715928857,0.08368324593093261,0.10590073868921036,1.040881513142899,20,6 months,+20%
10,-4.741907113735569e-4,-3.243039078847411e-4,-5.194774507504859e-4,-0.00464583847286755,-0.01336209397806712,0.051252855142458496,0.053952993614161775,0.5762976658561441,20,6 months,+20%
11,-4.277322031045989e-5,-2.2036676434060372e-4,-2.676461685276641e-4,-0.0026675841329842397,-0.01763941600911311,0.02921617870839812,0.027188376761395364,0.30953925255772,20,6 months,+20%
12,4.7092709916980056e-5,-1.3282865732809732e-4,-1.3601871680390997e-4,-0.0014712796162354193,-0.012930145017415103,0.01593331297558839,0.013586505081004365,0.1624112909341781,20,6 months,+20%
0,0.1823215567939546,-0.003988879438644745,0.005059754012904655,0.01246812584349017,18.232155679395458,-0.3988879438644745,0.5059754012904655,1.246812584349017,20,Permanent,+20%
1,0.03914436846429741,-0.0011378554697818646,0.0032713367788802105,0.019528602857594664,22.146592525825202,-0.512673490842661,0.8331090791784866,3.199672870108483,20,Permanent,+20%
2,0.0090463938593312,9.738371193551886e-5,0.0018628394782470737,0.012720581333455503,23.05123191175832,-0.5029351196491091,1.019393027003194,4.471731003454034,20,Permanent,+20%
3,0.0021680257282314817,3.8245091570336855e-4,0.0010062263683803226,0.007931529417099473,23.268034484581467,-0.4646900280787723,1.1200156638412262,5.264883945163981,20,Permanent,+20%
4,4.621714783294328e-4,3.3554136724681544e-4,5.27944483460067e-4,0.004754744510897706,23.31425163241441,-0.43113589135409075,1.172810112187233,5.740358396253751,20,Permanent,+20%
5,3.626090227702763e-5,2.2608923327833814e-4,2.718059677816533e-4,0.0027222810416605014,23.317877722642113,-0.40852696802625693,1.1999907089653983,6.012586500419801,20,Permanent,+20%
6,-5.0525061622285476e-5,1.3571164602757958e-4,1.3805569721223482e-4,0.0014985417635166283,23.312825216479887,-0.39495580342349895,1.2137962786866217,6.162440676771465,20,Permanent,+20%
7,-5.088109547844917e-5,7.640552451667347e-5,6.941156137454833e-5,8.004398022134036e-4,23.30773710693204,-0.3873152509718316,1.2207374348240767,6.242484656992805,20,Permanent,+20%
8,-3.517672040185215e-5,4.132694099636514e-5,3.4624799978273904e-5,4.1807244200466216e-4,23.304219434891856,-0.38318255687219505,1.224199914821904,6.284291901193272,20,Permanent,+20%
9,-2.127973151099125e-5,2.1757747243554297e-5,1.716487708532662e-5,2.147355711360837e-4,23.302091461740755,-0.3810067821478397,1.2259164025304365,6.30576545830688,20,Permanent,+20%
10,-1.2019233044124317e-5,1.1237459362074398e-5,8.467032709581085e-6,1.0890603803015681e-4,23.300889538436344,-0.3798830362116322,1.2267631058013948,6.316656062109895,20,Permanent,+20%
11,-6.512318033432339e-6,5.722468937734427e-6,4.1597992539890856e-6,5.469690867626178e-5,23.300238306633002,-0.3793107893178588,1.2271790857267937,6.322125752977521,20,Permanent,+20%
12,-3.4323517053054477e-6,2.882988699482209e-6,2.036980408324797e-6,2.726214728120863e-5,23.29989507146247,-0.37902249044791053,1.227382783767626,6.3248519677056425,20,Permanent,+20%
0,0.26236426446749106,-0.00574007505405542,0.007281084383688101,0.01794187546298903,26.236426446749107,-0.574007505405542,0.7281084383688101,1.7941875462989028,30,1 month,+30%
1,-0.20603475730018292,0.004102678913691127,-0.00257356716570866,0.010160163675481379,5.632950716730814,-0.16373961403642923,0.4707517217979441,2.8102039138470407,30,1 month,+30%
2,-0.04331157054630317,0.001777533194930753,-0.0020268549961027574,-0.009796875317811263,1.301793662100497,0.014013705456646054,0.2680662221876684,1.8305163820659145,30,1 month,+30%
3,-0.00989810545273079,0.00041021724778754314,-0.0012326829172339111,-0.006891538804439604,0.3119831168274181,0.05503543023540037,0.14479793046427727,1.141362501621954,30,1 month,+30%
